source_file_name,source_row_number,street,from_street,to_street,addid,addy_from,addy_to,rating_from,rating_to,geojson_from,geojson_to
Planned Fog Seal.csv,24,SE 3RD AVE,HAWTHORNE BLVD,TAYLOR ST,165,"1500 SE 3rd Ave, Portland, OR 97214","900 SW 3rd Ave, Portland, OR 97204",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.662806,45.512242]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.676259,45.516921]}"
Planned Fog Seal.csv,56,NE  19TH AVE,TILLAMOOK ST,THOMPSON ST,197,"2101 NE 19th Ave, Portland, OR 97212","2301 NE 19th Ave, Portland, OR 97212",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.64633,45.537437]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.64632,45.538969]}"
Planned Fog Seal.csv,57,NE  26TH AVE,BROADWAY,KNOTT ST,198,"1699 NE 26th Ave, Portland, OR 97232","2701 NE 26th Ave, Portland, OR 97212",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.639119,45.535161]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.639101,45.542054]}"
Planned Fog Seal.csv,58,NE  27TH AVE,BROADWAY,KNOTT ST,199,"1699 NE 27th Ave, Portland, OR 97232","2701 NE 27th Ave, Portland, OR 97212",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.638143,45.535161]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.638105,45.54205]}"
Planned Fog Seal.csv,60,NE  36TH AVE,100’ S of U.S. GRANT PL,U.S. GRANT PL,201,"","",-1,-1,,
Planned Fog Seal.csv,61,NE  14TH AVE,BROADWAY,KNOTT ST,202,"SW 14th Ave, Portland, OR","2701 NE 14th Ave, Portland, OR 97212",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.694304,45.50541]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.651453,45.542088]}"
Planned Fog Seal.csv,62,NE  30TH AVE,HANCOCK ST,KNOTT ST,203,"1901 NE 30th Ave, Portland, OR 97212","2701 NE 30th Ave, Portland, OR 97212",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.634991,45.53644]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.63502,45.54204]}"
Planned Fog Seal.csv,63,NE  53RD AVE,HALSEY ST,SACRAMENTO ST,204,"1501 NE 53rd Ave, Portland, OR 97213","2399 NE 53rd Ave, Portland, OR 97213",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.608843,45.533725]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.608886,45.540018]}"
Planned Fog Seal.csv,64,NE  COUCH ST,28TH AVE,CESAR E CHAVEZ BLVD,205,"2799 NE Couch St, Portland, OR 97232","",3,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.637248,45.523589]}",
Planned Fog Seal.csv,65,SE  56TH AVE,LINCOLN ST,HAWTHORNE BLVD,206,"2098 SE 56th Ave, Portland, OR 97215","1500 SE 56th Ave, Portland, OR 97215",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.605508,45.508055]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.60561,45.511754]}"
Planned Fog Seal.csv,66,NW  FLANDERS ST,21ST AVE,19TH AVE,207,"2100 NW Flanders St, Portland, OR 97210","1900 NW Flanders St, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.694393,45.525587]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.690336,45.525661]}"
Planned Fog Seal.csv,67,SW  MONTGOMERY ST,HARBOR DR,RIVER DR,208,"101 SW Montgomery St, Portland, OR 97201","298 SW Montgomery St, Portland, OR 97201",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.675387,45.5098]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.674855,45.509667]}"
Planned Paving.csv,1,N Vancouver Ave,N Russell St,N Monroe St,209,"2601 N Vancouver Ave, Portland, OR 97227","3100 N Vancouver Ave, Portland, OR 97227",2,2,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.667928,45.541027]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.667968,45.545358]}"
Planned Paving.csv,2,Se Martin Luther King Jr Blvd,Se Mill St,Se Madison St,210,"1800 SE Martin Luther King Jr Blvd, Portland, OR 97214","SE Martin Luther King Jr Blvd, Portland, OR",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.661874,45.5101]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.661832,45.512979]}"
Planned Paving.csv,3,Sw 10Th Ave,Main St,Burnside St,211,"1098 SW 10th Ave, Portland, OR 97205","1 NW 10th Ave, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.683543,45.517343]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.681121,45.522976]}"
Planned Paving.csv,4,Nw 10Th Ave,Burnside St,Irving St,212,"1 NW 10th Ave, Portland, OR 97209","701 NW 10th Ave, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.681121,45.522976]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.681296,45.527961]}"
Planned Paving.csv,5,Nw Glisan St,11Th Ave,Broadway,213,"1098 NW Glisan St, Portland, OR 97209","700 NW Glisan St, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.682249,45.526523]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.677568,45.526608]}"
Planned Paving.csv,6,Se Martin Luther King Jr Blvd,Washington St,Burnside St,214,"598 SE Martin Luther King Jr Blvd, Portland, OR 97214","1 NE Martin Luther King Jr Blvd, Portland, OR 97232",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.661788,45.518657]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.661768,45.522937]}"
Planned Fog Seal.csv,25,SE  36TH AVE,SALMON ST,YAMHILL ST,166,"1198 SE 36th Ave, Portland, OR 97214","1000 SE 36th Ave, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.626836,45.51431]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.62683,45.515735]}"
Planned Fog Seal.csv,26,SE  17TH AVE,HAWTHORNE BLVD,BELMONT ST,167,"1498 SE 17th Ave, Portland, OR 97214","898 SE 17th Ave, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.648606,45.512194]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.648577,45.516473]}"
Planned Fog Seal.csv,27,SE  28TH AVE,HAWTHORNE BLVD,BELMONT ST,168,"1498 SE 28th Ave, Portland, OR 97214","898 SE 28th Ave, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.637131,45.512071]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.6371,45.516435]}"
Planned Fog Seal.csv,28,SE  47TH AVE,SALMON ST,YAMHILL ST,169,"1198 SE 47th Ave, Portland, OR 97215","1000 SE 47th Ave, Portland, OR 97215",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.614107,45.514639]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.614106,45.515955]}"
Planned Fog Seal.csv,29,SE  9TH AVE,MAIN ST,BELMONT ST,170,"1101 SW 9th Ave, Portland, OR 97205","898 SE 9th Ave, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.682541,45.517073]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.656692,45.516501]}"
Planned Fog Seal.csv,30,SE  32ND PL,HAWTHORNE BLVD,SALMON ST,171,"1498 SE 32nd Ave, Portland, OR 97214","1200 SE 32nd Pl, Portland, OR 97214",6,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.632722,45.512067]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.631711,45.514316]}"
Planned Fog Seal.csv,31,SE  56TH AVE,MADISON ST,SALMON ST,172,"1398 SE 56th Ave, Portland, OR 97215","1200 SE 56th Ave, Portland, OR 97215",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.605633,45.512868]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.605629,45.513944]}"
Planned Fog Seal.csv,32,SE  58TH AVE,LINCOLN ST,SALMON ST,173,"2098 SE 58th Ave, Portland, OR 97215","1100 SW 58th Ave, Portland, OR 97221",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.603489,45.508067]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.737131,45.514859]}"
Planned Fog Seal.csv,33,SE  MAPLE AVE,POPLAR AVE,16TH AVE,174,"1799 SE Maple Ave, Portland, OR 97214","1798 SE Maple Ave, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.649393,45.510003]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.649796,45.510346]}"
Planned Fog Seal.csv,34,SE  HOLLY ST,MAPLE AVE,POPLAR AVE,175,"1501 SE Holly St, Portland, OR 97214","1699 SE Holly St, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.650897,45.511293]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.647896,45.51128]}"
Planned Fog Seal.csv,35,SE  POPLAR AVE,16TH AVE,HAWTHORNE BLVD,176,"1798 SE Poplar Ave, Portland, OR 97214","1500 SE Poplar Ave, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.649393,45.510003]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.646835,45.512187]}"
Planned Fog Seal.csv,36,SE  LOCUST AVE,CYPRESS AVE,20TH AVE,177,"1999 SE Locust Ave, Portland, OR 97214","1700 SE Locust Ave, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.647684,45.508531]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.645113,45.510719]}"
Planned Fog Seal.csv,37,SE  16TH AVE,LADD AVE,POPLAR AVE,178,"1998 SE 16th Ave, Portland, OR 97214","1800 SE 16th Ave, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.649399,45.508918]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.649393,45.510003]}"
Planned Fog Seal.csv,38,SE  CYPRESS AVE,HARRISON ST,LOCUST ST,179,"2000 SE Cypress Ave, Portland, OR 97214","2000 SE Cypress Ave, Portland, OR 97214",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.647684,45.508531]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.647684,45.508531]}"
Planned Fog Seal.csv,39,SE  47TH AVE,LINCOLN ST,HARRISON ST,180,"2098 SE 47th Ave, Portland, OR 97215","1998 SE 47th Ave, Portland, OR 97215",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.614172,45.508006]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.614117,45.508755]}"
Planned Fog Seal.csv,40,SE  51ST AVE,LINCOLN ST,HAWTHORNE BLVD,181,"2100 SE 51st Ave, Portland, OR 97215","1498 SE 51st Ave, Portland, OR 97215",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.609986,45.508026]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.610326,45.512018]}"
Planned Fog Seal.csv,41,NE  45TH AVE,ALAMEDA ST,FREMONT ST,182,"2801 NE 45th Ave, Portland, OR 97213","3501 NE 45th Ave, Portland, OR 97213",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.616775,45.542737]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.617136,45.548292]}"
G_P Schedule as of 1-5-2017.pdf,1,NE 122nd Ave, Stanton,Halsey,1,"2899 NE 122nd Ave, Portland, OR 97230","1501 NE 122nd Ave, Portland, OR 97230",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.537466,45.54275]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.537636,45.533574]}"
G_P Schedule as of 1-5-2017.pdf,2,NE 102nd Ave, Burnside St,Weidler St,2,"100 SE 102nd Ave, Portland, OR 97216","1598 NE 102nd Ave, Portland, OR 97220",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.55829,45.522641]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.558042,45.534127]}"
G_P Schedule as of 1-5-2017.pdf,3,SE 17th Ave, Andover Pl,Clatsop St,3,"","8598 SE 17th Ave, Portland, OR 97202",-1,3,,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.647043,45.460754]}"
G_P Schedule as of 1-5-2017.pdf,4,SE Clinton St, 21st Ave,26th Ave,4,"2099 SE Clinton St, Portland, OR 97202","2599 SE Clinton St, Portland, OR 97202",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.644621,45.503394]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.639652,45.503434]}"
G_P Schedule as of 1-5-2017.pdf,5,SW Jefferson St, 841'W of 20th Ave (N side),Park Ave (W leg),5,"","900 SW Jefferson St, Portland, OR 97201",-1,3,,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.683269,45.515741]}"
Planned Fog Seal.csv,23,SE  YAMHILL ST,CESAR E CHAVEZ BLVD,45TH AVE,164,"","4499 SE Yamhill St, Portland, OR 97215",-1,3,,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.616147,45.515716]}"
G_P Schedule as of 1-5-2017.pdf,22,N Rosa Parks Way, Willamette Blvd,Delaware Ave,20,"","",-1,-1,,
G_P Schedule as of 1-5-2017.pdf,23,N Rosa Parks Way, Interstate Ave,Williams Ave,21,"","",-1,-1,,
G_P Schedule as of 1-5-2017.pdf,24,SE Tolman St, Bybee Blvd,118'E of 36th Ave,22,"2701 SE Tolman St, Portland, OR 97202","",3,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.635835,45.474364]}",
G_P Schedule as of 1-5-2017.pdf,25,N Williams Ave, Beech St,Jessup St,23,"3701 N Williams Ave, Portland, OR 97227","5701 N Williams Ave, Portland, OR 97217",2,2,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.666712,45.549533]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.666907,45.563886]}"
G_P Schedule as of 1-5-2017.pdf,26,SE Harold St, 52nd Ave,Foster Rd,24,"5199 SE Harold St, Portland, OR 97206","8199 SE Harold St, Portland, OR 97206",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.608737,45.48272]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.579624,45.483051]}"
G_P Schedule as of 1-5-2017.pdf,27,SE Harold St, 92nd Ave,96th Ave,25,"9201 SE Harold St, Portland, OR 97266","9601 SE Harold St, Portland, OR 97266",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.568603,45.482818]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.564706,45.482704]}"
G_P Schedule as of 1-5-2017.pdf,28,SE Cesar Chavez blvd, Holgate Blvd,Burnside St,26,"","",-1,-1,,
G_P Schedule as of 1-5-2017.pdf,29,N Willamette Blvd, 1041'W of Macrum Ave,Wall Ave,27,"","6100 N Willamette Blvd, Portland, OR 97203",-1,2,,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.734254,45.578431]}"
G_P Schedule as of 1-5-2017.pdf,30,N Albina, Prescott St,Ainsworth St,28,"4499 N Albina Ave, Portland, OR 97217","6001 N Albina Ave, Portland, OR 97217",6,6,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.674448,45.555495]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.67492,45.566414]}"
G_P Schedule as of 1-5-2017.pdf,31,SE 27th Ave, Crystal Springs Blvd,Bybee Blvd,29,"7998 SE 27th Ave, Portland, OR 97202","7000 SE 27th Ave, Portland, OR 97202",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.635487,45.467697]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.63766,45.474365]}"
G_P Schedule as of 1-5-2017.pdf,32,N Killingsworth St, Borthwick Ave,Williams Ave,30,"700 N Killingsworth St, Portland, OR 97217","2 N Killingsworth St, Portland, OR 97217",2,2,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.67395,45.562685]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.666921,45.562717]}"
G_P Schedule as of 1-5-2017.pdf,33,N St. Louis Ave, Ivanhoe St,Pier Park Pl,31,"","",-1,-1,,
G_P Schedule as of 1-5-2017.pdf,34,NW Thurman St, 26th Ave,15th Ave,32,"2600 NW Thurman St, Portland, OR 97210","1500 NW Thurman St, Portland, OR 97209",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.70483,45.535381]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.68665,45.535716]}"
Pavement Moratorium.csv,37,318 Sw 3Rd Ave,Sw Stark St,Sw Oak St,69,"","",-1,-1,,
Pavement Moratorium.csv,38,Ne 8Th Ave- ,Ne Hancock St,,70,"","",-1,-1,,
Planned Fog Seal.csv,59,NE  35TH AVE,118’ S of U.S. GRANT PL,U.S. GRANT PL,200,"","",-1,-1,,
G_P Schedule as of 1-5-2017.pdf,6,SW Morrison St, 18th Ave,11th Ave,6,"1798 SW Morrison St, Portland, OR 97205","1100 SW Morrison St, Portland, OR 97205",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.69013,45.522164]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.683122,45.520283]}"
G_P Schedule as of 1-5-2017.pdf,7,SW Arthur St, 3rd Ave,241'E of 1st Ave,7,"300 SW Arthur St, Portland, OR 97201","",3,-1,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.68087,45.503744]}",
G_P Schedule as of 1-5-2017.pdf,8,SW Caruthers St, 6th Ave,3rd Ave,8,"600 SW Caruthers St, Portland, OR 97201","300 SW Caruthers St, Portland, OR 97201",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.684316,45.505921]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.680983,45.505397]}"
G_P Schedule as of 1-5-2017.pdf,9,SE 46th Ave, Glenwood St,Woodstock Blvd,9,"6698 SE 46th Ave, Portland, OR 97206","5998 SE 46th Ave, Portland, OR 97206",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.615502,45.474692]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.615444,45.479177]}"
G_P Schedule as of 1-5-2017.pdf,10,SE Sandy Blvd, Stark St,Burnside St,10,"799 SE Sandy Blvd, Portland, OR 97214","1201 NE Sandy Blvd, Portland, OR 97232",3,3,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.657741,45.519356]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.65323,45.522913]}"
G_P Schedule as of 1-5-2017.pdf,11,N Greeley Ave, Interstate Ave,Lombard St,11,"3201 N Greeley Ave, Portland, OR 97217","N Greeley Ave, Portland, OR",2,2,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.677539,45.544651]}","{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.695481,45.577126]}"
G_P Schedule as of 1-5-2017.pdf,12,SW Beaverton-Hillsdale Hwy, 21st/Bertha Ct,39th,12,"","4000 SW Hwy Beaverton-Hillsdale, Portland, OR 97221",-1,3,,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""urn:ogc:def:crs:EPSG::4269""}},""coordinates"":[-122.716694,45.48457]}"
